,nicd_no,original_no,ecological_zone,locality,village,longitude,latitude,date,temp_indoor,sat_temp,sat_temp_min,sat_temp_max,satelite_outdoor_rh,temp,rh,li,ws,resting_site,material_type,resting_surface,material_colour,movability,morphological_id,molecular_id,sp_elisa,species,blood_source,point_x,point_y,days_count,date_label,mosquito_ID,SDT_24.11,SDT_24.23,SDT_24.90,SDT_24.94,SDT_25.26,SDT_25.43,SDT_25.60,SDT_25.68,SDT_25.71,SDT_26.38,SDT_27.19,SDT_27.27,SDT_27.36,SDT_27.64,SDT_27.90,avg_sim_sat,observed_date_level_SDT,model_predicted_Mean_Temp,mean_simulated_MRST
350,GH769,GH769,Coastal Savanna,Gomoa East,Okyereko,N05-24.845,W000-36.301,1/6/2012,30.4,27.36,25.3,30.1,79.58,30.9,73.4,0,0,Wall,Cement,R_3,Blue,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602328232,5.421450142,13,6-Jan-12,350,26.8,29.34,27.09,32.09,26.99,30.6,24.66,25.02,29.49,32.95,31.16,32.19,32.88,32.93,24.17,29.22,27.36,30.90422658,30.84263014
351,GH770,GH770,Coastal Savanna,Gomoa East,Okyereko,N05-24.846,W000-36.302,1/6/2012,30.4,27.36,25.3,30.1,79.58,31.3,71,0,0,Wall,Cement,R_3,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.602338232,5.421460142,13,6-Jan-12,351,29.7,29.56,28.78,31.69,29.1,27.57,30.15,30.18,27.33,27.87,28.89,30.65,30.3,31.61,32.07,29.7,27.36,30.90422658,30.82463541
352,GH771,GH771,Coastal Savanna,Gomoa East,Okyereko,N05-24.847,W000-36.303,1/6/2012,30.4,27.36,25.3,30.1,79.58,31.4,70.6,0,0,Mat,Straw,R_1,Normal,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602348232,5.421470142,13,6-Jan-12,352,22.4,27.38,25.14,30.86,24.56,28.66,26.44,32.82,29.53,29.5,29.24,35.16,30.53,25.42,31.6,28.62,27.36,30.90422658,31.09598801
353,GH772,GH772,Coastal Savanna,Gomoa East,Okyereko,N05-24.848,W000-36.304,1/6/2012,30.4,27.36,25.3,30.1,79.58,33.1,69.2,15,0,Window Netting,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602358232,5.421480142,13,6-Jan-12,353,26.2,24.51,27.8,26.79,30.65,31.2,28.53,28.02,30.74,30.04,31.73,30.38,31.09,29.74,29.6,29.13,27.36,30.90422658,30.82497641
354,GH774,GH774,Coastal Savanna,Gomoa East,Okyereko,N05-24.849,W000-36.305,1/6/2012,30.4,27.36,25.3,30.1,79.58,32.9,67.3,13,0,Window Netting,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,Human,-0.602368232,5.421490142,13,6-Jan-12,354,27.52,24.17,30.13,23.6,23.27,25.8,28.44,29.95,29.86,31.72,32.76,32.21,28.21,33.51,32.7,28.92,27.36,30.90422658,30.7742538
355,GH776,GH776,Coastal Savanna,Gomoa East,Okyereko,N05-24.850,W000-36.306,1/6/2012,30.4,27.36,25.3,30.1,79.58,32.9,65,10,0,Window Netting,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602378232,5.421500142,13,6-Jan-12,355,25.07,25.93,22.85,25.32,27.31,32.6,30.61,27.65,30.86,29.24,31.63,32.1,27.98,30.56,31.62,28.75,27.36,30.90422658,31.05169334
356,GH778,GH778,Coastal Savanna,Gomoa East,Okyereko,N05-24.851,W000-36.307,1/6/2012,30.4,27.36,25.3,30.1,79.58,32.7,66.3,0,0,Clothing,Linen,R_2,Purple,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602388232,5.421510142,13,6-Jan-12,356,28.04,29.3,24.51,30.48,26.62,33.68,28.76,28.95,27.1,31.35,29.41,32.71,30.2,33.25,30.78,29.68,27.36,30.90422658,30.97461349
357,GH779,GH779,Coastal Savanna,Gomoa East,Okyereko,N05-24.852,W000-36.308,1/6/2012,30.4,27.36,25.3,30.1,79.58,32.7,66.8,0,0,Clothing,Jeans,R_2,Blue,Yes,gambiae,gambiae,negative,coluzzii,undetected,-0.602398232,5.421520142,13,6-Jan-12,357,28.23,22.62,25.31,27.47,25.5,30.22,28.59,30.99,28.74,26.16,33.45,31.82,27.5,28.94,34.61,28.68,27.36,30.90422658,30.89627889
358,GH782,GH782,Coastal Savanna,Gomoa East,Okyereko,N05-24.853,W000-36.309,1/6/2012,30.4,27.36,25.3,30.1,79.58,32.6,66.8,11,0,Window Netting,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602408232,5.421530142,13,6-Jan-12,358,27.15,22.79,24.27,22.92,25.92,29.75,32.93,26.79,30.65,31.54,33.22,30.34,31.14,31.85,35.01,29.08,27.36,30.90422658,30.95215912
359,GH783,GH783,Coastal Savanna,Gomoa East,Okyereko,N05-24.854,W000-36.310,1/6/2012,30.4,27.36,25.3,30.1,79.58,33,66.9,11,0,Window Netting,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602418232,5.421540142,13,6-Jan-12,359,21.25,25.78,29.14,27.73,29.14,27.52,29.82,27.66,29.17,30.03,28.31,32.17,32.84,29.89,34.04,28.97,27.36,30.90422658,30.90619741
360,GH784,GH784,Coastal Savanna,Gomoa East,Okyereko,N05-24.855,W000-36.311,1/6/2012,30.4,27.36,25.3,30.1,79.58,32.9,69,11,0,Window Netting,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602428232,5.421550142,13,6-Jan-12,360,33.47,28.33,25.72,31.59,28.24,29.92,30.43,30.3,29.56,27.14,31.47,31.42,28.76,29.64,32.96,29.93,27.36,30.90422658,31.18199065
361,GH787,GH787,Coastal Savanna,Gomoa East,Okyereko,N05-24.856,W000-36.312,1/6/2012,30.4,27.36,25.3,30.1,79.58,33,69.1,16,0,Window Netting,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,Human,-0.602438232,5.421560142,13,6-Jan-12,361,26.73,25.15,22.87,29.73,27.8,27.51,30.07,30.02,29.16,24.14,27.9,31.39,31.03,30.77,29.08,28.22,27.36,30.90422658,30.85661399
362,GH789,GH789,Coastal Savanna,Gomoa East,Okyereko,N05-24.857,W000-36.313,1/6/2012,30.4,27.36,25.3,30.1,79.58,32.8,67.6,17,0,Window Netting,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602448232,5.421570142,13,6-Jan-12,362,28.81,29.52,26.58,26.18,22.9,29.42,30.3,30.96,29.48,28.91,34.27,32.55,27.16,35.38,30.91,29.56,27.36,30.90422658,31.10333248
363,GH795,GH795,Forest,Adansi Asokwa,Atatam,N06-17.377,W001-27.545,1/11/2012,28.4,27.64,22.96,33.06,71.68,27.7,68,0,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459445059,6.285434297,14,11-Jan-12,363,27.9,28.18,27.18,24.42,25.32,27.06,32.16,32.05,28.98,31.42,31.37,32.68,33.17,31.64,31.41,29.66,27.64,31.22049791,31.41451656
364,GH796,GH796,Forest,Adansi Asokwa,Atatam,N06-17.378,W001-27.546,1/11/2012,28.4,27.64,22.96,33.06,71.68,27.1,67.3,7,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459455059,6.285444297,14,11-Jan-12,364,29.72,26.95,30.21,26.16,28.21,30.64,28.78,30.88,26.37,30.57,33.3,30.78,30.04,31.76,31.88,29.75,27.64,31.22049791,30.97532798
365,GH797,GH797,Forest,Adansi Asokwa,Atatam,N06-17.379,W001-27.547,1/11/2012,28.4,27.64,22.96,33.06,71.68,27.6,67.9,8,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459465059,6.285454297,14,11-Jan-12,365,29.22,29.36,25.45,28.25,26.4,30.4,29.51,26.39,29.46,28.91,31.65,29.86,34.62,35.08,34.23,29.92,27.64,31.22049791,31.29328688
366,GH799,GH799,Forest,Adansi Asokwa,Atatam,N06-17.380,W001-27.548,1/11/2012,28.4,27.64,22.96,33.06,71.68,26.7,68,4,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459475059,6.285464297,14,11-Jan-12,366,26.72,28.31,30.94,30.33,26.6,31.74,33.7,29.38,27.94,29.92,30.45,34.03,31.01,30.52,28.07,29.98,27.64,31.22049791,31.30239687
367,GH800,GH800,Forest,Adansi Asokwa,Atatam,N06-17.381,W001-27.549,1/11/2012,28.4,27.64,22.96,33.06,71.68,26.7,69.6,1,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459485059,6.285474297,14,11-Jan-12,367,28.15,26.29,29.09,23.46,31.08,33.54,27.63,28.04,32.53,30.18,32.53,30.93,35.42,32.48,28.22,29.97,27.64,31.22049791,31.24214854
368,GH806,GH806,Forest,Adansi Asokwa,Atatam,N06-17.382,W001-27.550,1/11/2012,28.4,27.64,22.96,33.06,71.68,28,66.6,0,0,Roof,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459495059,6.285484297,14,11-Jan-12,368,24.94,27.93,29.01,30.65,28.96,27.16,32.05,28.99,27.76,27.97,28.03,29.89,31.72,29.47,31.37,29.06,27.64,31.22049791,31.38554356
369,GH807,GH807,Forest,Adansi Asokwa,Atatam,N06-17.383,W001-27.551,1/11/2012,28.4,27.64,22.96,33.06,71.68,28.3,66.2,0,0,Roof,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459505059,6.285494297,14,11-Jan-12,369,29.31,28.94,26.06,28.18,26,31.07,27.44,31.23,29.41,29.93,27.23,28.51,30.44,33.28,27.94,29,27.64,31.22049791,31.32150205
370,GH808,GH808,Forest,Adansi Asokwa,Atatam,N06-17.384,W001-27.552,1/11/2012,28.4,27.64,22.96,33.06,71.68,28.1,65.4,0,0,Wall,Mud,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459515059,6.285504297,14,11-Jan-12,370,26.11,28.23,32.87,29.55,27.39,25.26,33.07,29.68,24.25,30.07,29.18,31.46,33.36,27.95,34.22,29.51,27.64,31.22049791,31.16351378
371,GH809,GH809,Forest,Adansi Asokwa,Atatam,N06-17.385,W001-27.553,1/11/2012,28.4,27.64,22.96,33.06,71.68,28.5,64.4,1,0,Roof,Bamboo,R_1,Normal,No,funestus,funestus,positive,funestus,Human,-1.459525059,6.285514297,14,11-Jan-12,371,33.1,25.77,27.73,24.16,27.84,27.61,27.3,29.38,27.44,28.04,31.35,31.74,32.19,31.09,31.11,29.06,27.64,31.22049791,31.3676097
372,GH811,GH811,Forest,Adansi Asokwa,Atatam,N06-17.386,W001-27.554,1/11/2012,28.4,27.64,22.96,33.06,71.68,27.2,71.2,0,0.2,Cieling,Palm Frond,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459535059,6.285524297,14,11-Jan-12,372,23.23,29.44,23.7,26.55,26.88,31.02,26.94,28.72,27.03,30.28,29.71,28.04,29.56,33.96,24.98,28,27.64,31.22049791,31.20449759
373,GH815,GH815,Forest,Adansi Asokwa,Atatam,N06-17.387,W001-27.555,1/11/2012,28.4,27.64,22.96,33.06,71.68,27.5,71.1,0,0,Cieling,Palm Frond,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459545059,6.285534297,14,11-Jan-12,373,26.11,30.17,27.63,27.08,26.19,26.93,31.43,29.97,32.03,30.55,29.58,27.53,32.61,34.47,30.94,29.55,27.64,31.22049791,31.22302367
374,GH820,GH820,Forest,Adansi Asokwa,Atatam,N06-17.388,W001-27.556,1/11/2012,28.4,27.64,22.96,33.06,71.68,27.4,70.5,0,0,Cieling,Palm Frond,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459555059,6.285544297,14,11-Jan-12,374,29.24,28.04,23.43,30.7,28.41,29.56,31.26,26.15,28.67,31.07,32.95,31.25,32.44,31.01,32.03,29.75,27.64,31.22049791,31.1737411
375,GH825,GH825,Forest,Adansi Asokwa,Atatam,N06-17.389,W001-27.557,1/11/2012,28.4,27.64,22.96,33.06,71.68,28.1,69.6,0,0,Cieling,Palm Frond,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459565059,6.285554297,14,11-Jan-12,375,28.47,27.72,27.37,30.67,30.33,26.54,30.26,27.98,29.39,31.52,29.49,28.82,31.81,25.42,29.64,29.03,27.64,31.22049791,31.30411829
376,GH830,GH830,Forest,Adansi Asokwa,Atatam,N06-17.390,W001-27.558,1/11/2012,28.4,27.64,22.96,33.06,71.68,27.8,70.8,0,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459575059,6.285564297,14,11-Jan-12,376,25.8,27.19,27.1,29.23,29.08,27.83,29.58,32.93,29.77,30.79,33.08,34.08,30.04,35.21,28.44,30.01,27.64,31.22049791,31.00643356
377,GH831,GH831,Forest,Adansi Asokwa,Atatam,N06-17.391,W001-27.559,1/11/2012,28.4,27.64,22.96,33.06,71.68,28.5,69.3,0,0.2,Cieling,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459585059,6.285574297,14,11-Jan-12,377,24.81,32.61,29.78,32.06,28.05,28.63,29.5,30.5,27.75,30.53,28.84,28.12,30.78,29.71,31.55,29.55,27.64,31.22049791,31.25472207
378,GH835,GH835,Forest,Adansi Asokwa,Atatam,N06-17.392,W001-27.560,1/11/2012,28.4,27.64,22.96,33.06,71.68,28.7,69.5,0,0,Cieling,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459595059,6.285584297,14,11-Jan-12,378,27.58,28.04,30.58,26.92,29.47,27.24,33.9,26.67,29.77,29.57,30.09,27.04,33.04,32.96,34.48,29.82,27.64,31.22049791,31.13399991
379,GH840,GH840,Forest,Adansi Asokwa,Atatam,N06-17.393,W001-27.561,1/11/2012,28.4,27.64,22.96,33.06,71.68,28.7,71.2,2,0.2,Wall,Mud,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459605059,6.285594297,14,11-Jan-12,379,27.2,26.98,26.36,30.63,30.46,24,25.44,26.02,32.7,30.89,28.71,30.63,33.63,27.1,30.35,28.74,27.64,31.22049791,31.27286302
380,GH845,GH845,Forest,Adansi Asokwa,Atatam,N06-17.394,W001-27.562,1/11/2012,28.4,27.64,22.96,33.06,71.68,28.7,70.6,0,0,Cieling,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459615059,6.285604297,14,11-Jan-12,380,22.89,21.28,30.08,28.08,28.19,29.31,26.52,26.68,30.54,26.72,29.68,31.94,31.63,30.14,34.21,28.53,27.64,31.22049791,30.86337542
381,GH850,GH850,Forest,Adansi Asokwa,Atatam,N06-17.395,W001-27.563,1/11/2012,28.4,27.64,22.96,33.06,71.68,29.1,71,0,0.2,Cieling,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459625059,6.285614297,14,11-Jan-12,381,27.32,23.57,31.58,26.55,29.64,29.88,25.81,30.41,30.77,31.39,27.89,31.18,28.95,35.18,34.91,29.67,27.64,31.22049791,31.28495753
382,GH851,GH851,Forest,Adansi Asokwa,Atatam,N06-17.396,W001-27.564,1/11/2012,28.4,27.64,22.96,33.06,71.68,28.7,72,1,0,Roof,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,undetected,-1.459635059,6.285624297,14,11-Jan-12,382,27.69,27.18,26.22,30.41,25.75,29.06,31.25,30.06,27.02,28.5,31.8,30.51,32.73,32.05,28.45,29.25,27.64,31.22049791,31.01726566
383,GH855,GH855,Forest,Adansi Asokwa,Atatam,N06-17.397,W001-27.565,1/11/2012,28.4,27.64,22.96,33.06,71.68,29.2,71.2,46,0.2,Roof,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459645059,6.285634297,14,11-Jan-12,383,27.66,27.87,26.54,31.52,27.93,27.54,28.32,27.63,29.48,35.47,33.58,31.72,31.27,32.05,33.62,30.15,27.64,31.22049791,31.22906132
384,GH860,GH860,Forest,Adansi Asokwa,Atatam,N06-17.398,W001-27.566,1/11/2012,28.4,27.64,22.96,33.06,71.68,29.3,70.7,31,0.2,Roofing beam,Bamboo,R_1,Normal,No,funestus,funestus,positive,funestus,Human,-1.459655059,6.285644297,14,11-Jan-12,384,24.67,28.04,29.71,30.3,27.51,30.91,28.6,28.11,29.75,28.35,31.4,28.94,33.66,33.4,31.25,29.64,27.64,31.22049791,31.20162959
385,GH865,GH865,Forest,Adansi Asokwa,Atatam,N06-17.399,W001-27.567,1/11/2012,28.4,27.64,22.96,33.06,71.68,29.3,70.4,6,0,Roof,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459665059,6.285654297,14,11-Jan-12,385,28.39,29.36,28.57,26.93,29.01,31.34,33.24,31.38,27.45,22.79,34.87,31.35,27.02,27.91,32.11,29.45,27.64,31.22049791,31.37975401
386,GH870,GH870,Forest,Adansi Asokwa,Atatam,N06-17.400,W001-27.568,1/11/2012,28.4,27.64,22.96,33.06,71.68,29.8,71.3,15,0,Roof,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459675059,6.285664297,14,11-Jan-12,386,30.58,26.9,29.46,27.03,29.4,22.96,27.51,28.26,29.33,33.13,26.73,28.78,29.1,31.3,35.77,29.08,27.64,31.22049791,31.25445547
387,GH871,GH871,Forest,Adansi Asokwa,Atatam,N06-17.401,W001-27.569,1/11/2012,28.4,27.64,22.96,33.06,71.68,29.8,70.2,0,0,Under Table,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459685059,6.285674297,14,11-Jan-12,387,28.34,30.32,31.53,31.51,28.23,31.45,33.83,28.86,33.83,28.34,28.89,28.85,32.2,32.37,33.89,30.83,27.64,31.22049791,31.1077593
388,GH872,GH872,Forest,Adansi Asokwa,Atatam,N06-17.402,W001-27.570,1/11/2012,28.4,27.64,22.96,33.06,71.68,29.9,70.3,32,0.2,Roof,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459695059,6.285684297,14,11-Jan-12,388,24.48,25.13,29.07,29.03,26.67,24.41,25.5,29.86,26.68,31.24,31.99,31.06,27.62,33.97,30.34,28.47,27.64,31.22049791,31.14807178
389,GH873,GH873,Forest,Adansi Asokwa,Atatam,N06-17.403,W001-27.571,1/11/2012,28.4,27.64,22.96,33.06,71.68,29.9,69.3,30,0,Roof,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459705059,6.285694297,14,11-Jan-12,389,26.18,24.44,30.68,30.18,26.28,27.89,32.11,28.56,30.38,30.35,32.25,31.8,37.58,29.26,27.87,29.72,27.64,31.22049791,30.9821167
390,GH874,GH874,Forest,Adansi Asokwa,Atatam,N06-17.404,W001-27.572,1/11/2012,28.4,27.64,22.96,33.06,71.68,29.9,69.5,1,0,Suitcase,Nylon,R_2,Black,Yes,funestus,funestus,negative,funestus,Human,-1.459715059,6.285704297,14,11-Jan-12,390,28.07,24.39,29.64,27.35,29.21,26.03,29.7,27.22,26.43,32.46,31.51,28.69,28.84,31.79,32.4,28.91,27.64,31.22049791,31.29075984
391,GH875,GH875,Forest,Adansi Asokwa,Atatam,N06-17.405,W001-27.573,1/11/2012,28.4,27.64,22.96,33.06,71.68,29.9,69.2,0,0,Under Table,Wood,R_1,Normal,No,funestus,funestus,positive,funestus,Human,-1.459725059,6.285714297,14,11-Jan-12,391,25.66,29.17,29.18,31.23,31.83,27.19,27.97,28,29.89,27.6,34.95,27.04,31.99,32.84,32.79,29.82,27.64,31.22049791,31.34976272
392,GH876,GH876,Forest,Adansi Asokwa,Agyenkwaso,N06-15.547,W001-26.689,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.1,57.3,64,0,Roof,Palm Branch,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.435793597,6.274134816,14,11-Jan-12,392,22,27.17,29.06,26.21,26.62,31.92,28.5,26.38,26.51,26.91,34.78,28.31,26.71,40.24,34.46,29.05,27.9,31.51417843,31.44468577
393,GH877,GH877,Forest,Adansi Asokwa,Agyenkwaso,N06-15.548,W001-26.690,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.6,57,32,0.2,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,undetected,-1.435803597,6.274144816,14,11-Jan-12,393,29.38,29.29,31.26,29.69,27.6,30.02,32.17,30.15,30.47,32.38,27.17,25.95,36.26,35.08,34.98,30.79,27.9,31.51417843,31.5520677
394,GH878,GH878,Forest,Adansi Asokwa,Agyenkwaso,N06-15.549,W001-26.691,1/11/2012,41.1,27.9,22.96,33.06,64.53,33.1,58.7,0,0,Under Table,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.435813597,6.274154816,14,11-Jan-12,394,25.22,26.72,25.69,26.19,29.33,29.92,33.05,32.24,25.96,27.47,29.7,31.12,32.67,25.47,32.04,28.85,27.9,31.51417843,31.63966412
395,GH879,GH879,Forest,Adansi Asokwa,Agyenkwaso,N06-15.550,W001-26.692,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.5,60.4,0,0,Under Table,Wood,R_1,Normal,No,funestus,funestus,positive,funestus,undetected,-1.435823597,6.274164816,14,11-Jan-12,395,25.84,25.93,25.44,22.19,27.19,23.68,24.84,29.6,29.09,26.07,27.23,32.22,29.66,31.26,31.92,27.48,27.9,31.51417843,31.4993492
396,GH881,GH881,Forest,Adansi Asokwa,Agyenkwaso,N06-15.551,W001-26.693,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,62.3,8,0.2,Cieling,Aluminium,R_3,Normal,No,funestus,funestus,negative,funestus,Human,-1.435833597,6.274174816,14,11-Jan-12,396,30.88,26.47,29.56,24.91,28.83,29.2,37.22,30.98,32.3,31.69,28.21,35.18,31.54,31.68,32.58,30.75,27.9,31.51417843,31.60408177
397,GH882,GH882,Forest,Adansi Asokwa,Agyenkwaso,N06-15.552,W001-26.694,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,63.5,13,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.435843597,6.274184816,14,11-Jan-12,397,25.35,22.87,27.84,28.5,28.42,30.25,35.17,27.43,28.5,29.64,31.31,28.63,29.18,33.21,34.14,29.36,27.9,31.51417843,31.83223714
398,GH883,GH883,Forest,Adansi Asokwa,Agyenkwaso,N06-15.553,W001-26.695,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.5,62.8,9,0,Bag,Nylon,R_2,Black,Yes,funestus,funestus,negative,funestus,Human,-1.435853597,6.274194816,14,11-Jan-12,398,29.29,24.53,28.31,30.31,26.65,30.81,27.64,28.67,28.78,35.33,31.57,29.66,26.73,29.52,31.92,29.31,27.9,31.51417843,31.55651363
399,GH884,GH884,Forest,Adansi Asokwa,Agyenkwaso,N06-15.554,W001-26.696,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.5,63,0,0,Bag,Nylon,R_2,Black,Yes,funestus,funestus,negative,funestus,Human,-1.435863597,6.274204816,14,11-Jan-12,399,24.17,23.87,29.92,23.92,30.55,26.36,28.76,28.68,32.45,30.63,28.82,30.54,28.26,33.64,30.57,28.74,27.9,31.51417843,31.55638186
400,GH886,GH886,Forest,Adansi Asokwa,Agyenkwaso,N06-15.555,W001-26.697,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.5,63.5,6,0,Under Table,Wood,R_1,Normal,Yes,funestus,funestus,negative,funestus,Human,-1.435873597,6.274214816,14,11-Jan-12,400,26.37,29.93,29.95,25.13,30.59,31,27.31,25.53,33.98,28.94,31.44,31.38,28.69,29.54,28.96,29.25,27.9,31.51417843,31.76201554
401,GH887,GH887,Forest,Adansi Asokwa,Agyenkwaso,N06-15.556,W001-26.698,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,63.9,5,0,Clothing,Cotton,R_2,Pink,Yes,funestus,funestus,negative,funestus,Human,-1.435883597,6.274224816,14,11-Jan-12,401,27.05,25.92,27.49,32.45,31.02,25.34,28.69,29.22,35.07,28.28,28.95,28.86,33.67,30.97,31.55,29.64,27.9,31.51417843,31.51552076
402,GH888,GH888,Forest,Adansi Asokwa,Agyenkwaso,N06-15.557,W001-26.699,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,63.6,6,0,Under Table,Wood,R_1,Normal,Yes,gambiae,gambiae,positive,gambiae,undetected,-1.435893597,6.274234816,14,11-Jan-12,402,24.4,29.28,27.37,27.12,31.61,32.94,30.71,30.17,28.09,33.89,31.32,33.06,32.04,32.69,31.48,30.41,27.9,31.51417843,31.48567628
403,GH889,GH889,Forest,Adansi Asokwa,Agyenkwaso,N06-15.558,W001-26.700,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.4,63.7,6,0,Under Table,Wood,R_1,Normal,Yes,funestus,funestus,negative,funestus,undetected,-1.435903597,6.274244816,14,11-Jan-12,403,25.69,31.05,28.3,29.4,27.3,26.79,29.17,30.67,26.48,26.85,30.99,29.88,30.01,29.74,31.52,28.92,27.9,31.51417843,31.65883447
404,GH890,GH890,Forest,Adansi Asokwa,Agyenkwaso,N06-15.559,W001-26.701,1/11/2012,41.1,27.9,22.96,33.06,64.53,33.2,64.6,17,0.2,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,undetected,-1.435913597,6.274254816,14,11-Jan-12,404,27.16,26.9,30.71,26.89,27.4,30.58,29.38,32.2,30.62,31.29,30.02,33.19,30.28,31.43,30.56,29.91,27.9,31.51417843,31.66334229
405,GH891,GH891,Forest,Adansi Asokwa,Agyenkwaso,N06-15.560,W001-26.702,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.5,62.8,13,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.435923597,6.274264816,14,11-Jan-12,405,28.86,28.06,29.16,27.45,29.17,29.5,32.51,25.43,30.1,31.16,28.38,26.85,33.51,35.05,30.08,29.68,27.9,31.51417843,31.2983701
406,GH899,GH899,Forest,Adansi Asokwa,Agyenkwaso,N06-15.561,W001-26.703,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.5,58.6,7,0.2,Clothing,Cotton,R_2,Green,Yes,gambiae,gambiae,negative,coluzzii,undetected,-1.435933597,6.274274816,14,11-Jan-12,406,23.23,23.12,31.6,28.38,30.06,26.14,23.57,30.51,32.16,28.41,29.58,30.41,28.47,30.1,33.76,28.63,27.9,31.51417843,31.58177519
407,GH900,GH900,Forest,Adansi Asokwa,Agyenkwaso,N06-15.562,W001-26.704,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.7,59.5,6,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.435943597,6.274284816,14,11-Jan-12,407,26.38,25.38,28.11,28.2,27.71,31.5,27.72,30.75,29.41,33.52,31.9,31.64,32.36,28.41,31.17,29.61,27.9,31.51417843,31.41909141
408,GH901,GH901,Forest,Adansi Asokwa,Agyenkwaso,N06-15.563,W001-26.705,1/11/2012,41.1,27.9,22.96,33.06,64.53,32.7,58.8,9,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,undetected,-1.435953597,6.274294816,14,11-Jan-12,408,29.07,27.51,30.86,27.7,27.5,28.81,29.27,28.5,29.43,27.98,29.51,29.61,28.64,32.98,35.3,29.51,27.9,31.51417843,31.52178987
